marca;descrição;nome_sku;link_foto;x;y;endereço
Budweiser;GPI - Multipack;Pack Cartão Lata Sleek 6 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8de767ca93f4464cbf55fcd55751d277.png;1235;98;data\img\Budweiser_PackCartaoLataSleek6x310ml.png
Budweiser Zero;Regular - Esquerda;Pack Cartão Lata Sleek 8 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/557cc86d4701a53ee4d15b9215b118c5.png;1355;98;data\img\BudweiserZero_PackCartaoLataSleek8x350ml.png
Caracu;Suada - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fea669639554dda7cec76e3acc341bf3.png;1595;98;data\img\Caracu_LataStd350ml.png
Colorado Berthô;Suada c/ tampa;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/1d2dbc2cb4a091ed5a496ea2c18ec6b5.png;1980;98;data\img\ColoradoBertho_GarrafaVidro600ml.png
Colorado Murica;Suada c/ tampa;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/df5b9e7a163e098541eebc26f6c2ea90.png;2000;98;data\img\ColoradoMurica_GarrafaVidro600ml.png
Colorado Rosália;Suada c/ tampa;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8ced7fb4b1425780b2328e048a561e8d.png;2020;98;data\img\ColoradoRosalia_GarrafaVidro600ml.png
Esmera de Goiás;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d455ead7a2d2052928a9f45386ab8505.png;2125;98;data\img\EsmeradeGoias_GarrafaVidro600ml.png
Leffe Rituel 9º;Com espuma;Acessório Cálice 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/04a771424a62163e542ce3e5df480e6b.png;2610;98;data\img\LeffeRituel9º_AcessorioCalice330ml.png
Leffe Vieille Cuvée;Com espuma;Acessório Cálice 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/605fec1a5ca87209b4b816d4748aea60.png;2650;98;data\img\LeffeVieilleCuvee_AcessorioCalice330ml.png
Skol Puro Malte;Suada - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/87d57cc69593c12bccafd9c43bd0157f.png;155;99;data\img\SkolPuroMalte_LataSleek350ml.png
Original;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/6e3d682e92917d6a1c3dbd00ceebc419.png;1000;99;data\img\Original_GarrafaVidro600ml.png
Bohemia 838 Pale Ale;Com espuma;Acessório Pint;https://www.catalogoambev.com.br/images/uploads/artes-finais/1bbeb8f1cd39690bb8b47bd7f7ab7b7e.png;1170;99;data\img\Bohemia838PaleAle_AcessorioPint.png
Patagonia Amber Lager;Promokit - Latas 350 Sleek - Ipa - Pilsener - Lager - Weisse;Kit Pack Cartão Lata Sleek 4 x 350ml + 1 Copo 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/4470ad6fffaa49d786ac59b610c2eafd.png;2335;99;data\img\PatagoniaAmberLager_KitPackCartaoLataSleek4x350ml1Copo473ml.png
Skol Puro Malte;Multipack - Esquerda;Shrink Lata Sleek 20 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fc1782b3b3e6db54189d4ad48c660cbc.png;190;100;data\img\SkolPuroMalte_ShrinkLataSleek20x310ml.png
Beats 150BPM by Anitta;Regular - Esquerda;Shrink Garrafa Pet 15 x 100ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2c89be3cfa5712fa16e6ebc81453e310.png;410;100;data\img\Beats150BPMbyAnitta_ShrinkGarrafaPet15x100ml.png
Mike's Hard Lemonade Suco de Limão;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 275ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/125725b1c0ec5b13ba4aa46528427963.png;425;100;data\img\MikesHardLemonadeSucodeLimao_PackCartaoGarrafaVidro6x275ml.png
Brahma Duplo Malte;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/1fc952ce79e55a6b268c465a78d0a0dd.png;635;100;data\img\BrahmaDuploMalte_GarrafaVidro300ml.png
Budweiser;Regular - Frontal;Bottle in Bottle 12L;https://www.catalogoambev.com.br/images/uploads/artes-finais/7be4cdce028558d6de78bebe923162a6.png;1320;100;data\img\Budweiser_BottleinBottle12L.png
Wäls Bohemian Pilsner;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/60962e9f8d870b5a9f34e7a9a66a6f53.png;1735;100;data\img\WälsBohemianPilsner_GarrafaVidro600ml.png
Isla Framboesa e Amora;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/db1a8df3f885f2fba5b7df46b0c01f5b.png;2170;100;data\img\IslaFramboesaeAmora_LataSleek269ml.png
Guaraná Antarctica;Regular - Frontal;Shrink Garrafa* 2 x 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/5dda6b3a5f6b8ebaa4412c38f0733367.png;2940;100;data\img\GuaranaAntarctica_ShrinkGarrafa2x1L.png
Pepsi Black Sem Açúcares;Regular - Frontal;Garrafa Pet 1,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/d7c97f29fa480f4b8334d48053fbe10f.png;3135;100;data\img\PepsiBlackSemAcucares_GarrafaPet15L.png
Do Bem Laranja;Regular - Frontal;Garrafa Cartonada 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/53780b507bafd1a4bfb6b006084a2460.png;3430;100;data\img\DoBemLaranja_GarrafaCartonada1L.png
Lipton Ice Tea Limão;Regular - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d794bcea85a60dead1da5894ec0b73a1.png;3560;100;data\img\LiptonIceTeaLimao_GarrafaPet500ml.png
